Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,likes_anomaly,shares_anomaly,comments_anomaly,any_anomaly,anomaly_count,youtube_anomaly,tiktok_anomaly,instagram_anomaly,twitter_anomaly,platform_anomaly,view_like_anomaly,day_of_week,is_weekend,day_of_month,day_of_year,week_of_year,month,quarter,year,year_month,total_interactions,engagement_rate,like_rate,share_rate,comment_rate,likes_per_share,likes_per_comment,comment_to_like_ratio,share_to_like_ratio,virality_score,engagement_density,Engagement_Level_Cal
2023-11-06,Twitter,#Viral,Video,Japan,3994554,241425,99422,41307,High,0,0,0,0,0,False,False,False,True,1,0,0,0,6,310,45,11,4,2023,2023-11,382154,0.09566875300721933,0.060438521937988085,0.02488938066943627,0.010340826450005069,2.428261066352856,5.844509538103999,0.17109590516348694,0.411811486749563,0.12572852295186823,0.08731539778299123,High
2022-07-31,Instagram,#Challenge,Reel,India,4290853,211176,66264,14337,Medium,0,0,0,0,0,False,False,True,False,1,0,6,1,31,212,30,7,3,2022,2022-07,291777,0.06799976601389048,0.0492153776381112,0.015443079629369819,0.0033412928988028954,3.1868407153097413,14.728414004742643,0.06789091615090659,0.31378417157171473,0.08511347624505518,0.06367020684628696,High
2022-08-09,Instagram,#Gaming,Live Stream,Japan,4637078,219517,5831,32657,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,9,221,32,8,3,2022,2022-08,258005,0.05563956439809725,0.047339499715230215,0.0012574726460342816,0.007042580037993746,37.64008916323731,6.721691469165289,0.14876684372124382,0.026562742007489135,0.06041831506428939,0.05270697146503951,High
2023-03-29,Instagram,#Comedy,Reel,Brazil,3315125,62336,79392,42892,High,0,0,0,0,0,False,False,True,False,1,0,2,0,29,88,13,3,1,2023,2023-03,184620,0.055690207759888394,0.01880350852426122,0.02394841101062222,0.012938271426184103,0.7851573816331414,1.4532907467418925,0.6880664773729888,1.2735935319312768,0.08610773768478182,0.05275241481879394,High
2023-10-28,Twitter,#Fitness,Video,Brazil,4357287,106179,4262,12978,Medium,0,0,0,0,0,False,False,False,True,1,0,5,1,28,301,43,10,4,2023,2023-10,123419,0.02832473509318987,0.02436813908100635,0.0009781313514277688,0.002978458160213417,24.90710767065447,8.18083057246321,0.12222640798643812,0.040139385948389526,0.030792089024182016,0.027544543203682634,High
2022-10-05,TikTok,#Fitness,Video,Canada,907386,52457,77192,32870,High,0,0,0,0,0,False,True,False,False,1,0,2,0,5,278,40,10,4,2022,2022-10,162519,0.17910679688688166,0.05781105526087546,0.0850706479153878,0.03622489632317853,0.6795564364644463,1.5958443612911077,0.6265965153074841,1.4715010103320751,0.28228969557641886,0.15190040237217323,High
2022-12-28,Twitter,#Gaming,Post,India,1908555,194688,34182,3500,High,0,0,0,0,0,False,False,False,False,0,0,2,0,28,362,52,12,4,2022,2022-12,232370,0.12175179651621253,0.1020080102443942,0.017909875319351384,0.0018338471598423102,5.695462656876225,55.609254498714655,0.017977389580305,0.17557232303828157,0.14057853162286044,0.10853719770659878,High
2022-12-27,Twitter,#Challenge,Post,Japan,3074269,18233,37713,28599,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,27,361,52,12,4,2022,2022-12,84545,0.027500846542706577,0.005930838865812046,0.01226730248156473,0.009302696249841426,0.4834544201092433,0.6375174825174825,1.5684435669628167,2.0682790391576176,0.044419488203703644,0.026764792102352337,High
2022-10-08,YouTube,#Dance,Post,Brazil,4067125,190686,12963,11560,High,0,0,0,0,0,False,False,False,False,0,0,5,1,8,281,40,10,4,2022,2022-10,215209,0.05291428220180103,0.04688470433421536,0.003187262946857314,0.0028423019104891266,14.708886146251157,16.49390191159934,0.060622905599228054,0.06798051256771569,0.057522683093663686,0.05025507118314452,High
2022-03-21,YouTube,#Fitness,Shorts,Japan,1173157,137342,95328,47250,Low,0,0,0,0,0,True,False,False,False,1,0,0,0,21,80,12,3,1,2022,2022-03,279920,0.23860404020945195,0.11707033494209645,0.08125759701591773,0.04027590486532931,1.4407158367338375,2.9066474783602465,0.3440291824119176,0.6940870666870536,0.3399993862719259,0.1926394815966394,High
2023-07-12,TikTok,#Fitness,Video,Germany,2141884,23466,66627,40003,High,0,0,0,0,0,False,True,False,False,1,0,2,0,12,193,28,7,3,2023,2023-07,130096,0.0607390502940402,0.010955770267778149,0.031106712078379558,0.018676539590127387,0.35219427267815334,0.5865913408659134,1.7046490816891806,2.8391784207610686,0.10118400380972835,0.05726106743897393,Medium
2022-07-08,Twitter,#Comedy,Post,India,4567233,66980,96596,49121,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,8,189,27,7,3,2022,2022-07,212697,0.046570210015560845,0.01466533135810427,0.021149781246154676,0.01075508721471245,0.6933962752466433,1.36354382964863,0.7333572207043788,1.4421403084456785,0.07309752467248229,0.04449793197808336,High
2022-03-11,Twitter,#Gaming,Post,UK,506074,69145,31191,43362,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,11,70,10,3,1,2022,2022-03,143698,0.2839466165027249,0.13662994615422616,0.06163315714074001,0.08568295213160104,2.2167542959733266,1.5945621843507138,0.6271078587336939,0.45108900008677294,0.38842068863310775,0.221151419267066,High
2023-03-20,YouTube,#Comedy,Post,UK,3210080,195970,75414,4473,High,0,0,0,0,0,True,False,False,False,1,0,0,0,20,79,12,3,1,2023,2023-03,275857,0.08593461845187658,0.06104830376554361,0.02349286513330972,0.0013934227827895932,2.598554664191474,43.80196691998212,0.022824805711049084,0.3848222441075465,0.11012416820634745,0.0791342471192107,High
2023-04-14,TikTok,#Music,Video,India,1347102,274212,15298,28342,High,0,0,0,0,0,False,True,False,False,1,0,4,0,14,104,15,4,2,2023,2023-04,317852,0.2359524371576911,0.20355681785282936,0.011356221461907515,0.02103922268750051,17.92352441336035,9.67476978442649,0.10335760886610044,0.055788748162924444,0.25782809480789515,0.1909073764200092,High
2022-12-18,TikTok,#Tech,Post,Australia,3843536,90333,10903,30677,Medium,0,0,0,0,0,False,False,False,False,0,0,6,1,18,352,50,12,4,2022,2022-12,131913,0.03432074006852024,0.023502570679038604,0.002836710040777544,0.00798145041923624,8.284391049156273,2.944553099941326,0.33959527973963294,0.12069652622489871,0.04114816638944805,0.03318191228210952,Low
2022-12-06,Instagram,#Viral,Reel,Germany,965073,263310,39207,27324,High,0,0,0,0,0,False,False,False,False,0,0,1,0,6,340,49,12,4,2022,2022-12,329841,0.34177829034694784,0.2728391812441326,0.04062590019003724,0.028312854765541295,6.715721281371149,9.636230558096981,0.10377082613335561,0.14889996999745547,0.396560263772519,0.25472039069776065,High
2023-05-20,YouTube,#Education,Post,Canada,3096420,364521,73308,29082,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,20,140,20,5,2,2023,2023-05,466911,0.1507905904237797,0.1177233328413675,0.02367507519164868,0.009392133692414565,4.972390838778322,12.533817006498642,0.07978119290468065,0.20110720340610444,0.1791616837632867,0.13103217186391047,High
2023-10-15,YouTube,#Gaming,Post,Germany,2723916,1349,81918,11870,High,0,0,0,0,0,True,False,False,False,1,0,6,1,15,288,41,10,4,2023,2023-10,95137,0.034926554269661764,0.0004952426964551416,0.03007360356427894,0.004357695186747614,0.01646748617536835,0.11363827815685283,8.792592592592593,60.68,0.06717899260513445,0.03374785787993344,Medium
2022-09-01,TikTok,#Music,Live Stream,UK,2249678,46464,83075,5710,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,1,244,35,9,3,2022,2022-09,135249,0.06011927040225312,0.020653613248823498,0.03692749054420653,0.0025381398857348093,0.5592951032789253,8.135878129924707,0.12288819541590444,1.7879048746368233,0.09831580416583877,0.0567099118757094,Medium
2022-07-22,Twitter,#Viral,Video,Germany,3311289,352538,55203,5369,Medium,0,0,0,0,0,False,False,False,True,1,0,4,0,22,203,29,7,3,2022,2022-07,413110,0.12475806249469618,0.10646545606093094,0.016671146290418538,0.0016214224667727684,6.386095210491994,65.64953445065177,0.015229520705510596,0.15658693080765532,0.14223988234192717,0.1109199094941224,High
2023-05-24,Instagram,#Music,Post,India,3588997,241125,65026,30917,Medium,0,0,0,0,0,False,False,True,False,1,0,2,0,24,144,21,5,2,2023,2023-05,337068,0.09391704701898608,0.06718448993284476,0.01811814885380265,0.008614382064297611,3.708075107263137,7.798855035901417,0.12821927125237428,0.26967643472707215,0.11634236073689648,0.08585390206224298,High
2022-07-10,Twitter,#Fitness,Live Stream,USA,3926751,302919,49216,30399,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,10,191,27,7,3,2022,2022-07,382534,0.09741743237602792,0.07714238128611127,0.012533513702928017,0.007741512578334461,6.1547635979438,9.964440789473684,0.10035322857520138,0.16247193978608213,0.113821677559469,0.0887697146974498,High
2022-06-13,YouTube,#Music,Post,UK,2750317,59766,75524,27938,High,0,0,0,0,0,True,False,False,False,1,0,0,0,13,164,24,6,2,2022,2022-06,163228,0.05934879506616873,0.021730578064063866,0.02746009734147106,0.010158098081749093,0.7913406156901688,2.1391603135402124,0.4674485920323925,1.2636404704937507,0.09188791986962962,0.05602384723764349,High
2023-06-26,TikTok,#Challenge,Video,Germany,4655757,383024,45530,48504,Medium,0,0,0,0,0,False,True,False,False,1,0,0,0,26,177,26,6,2,2023,2023-06,477058,0.10246625844089371,0.08226888081382237,0.009779288356482447,0.010418067262087076,8.41237837956557,7.896587980620555,0.12663403172116702,0.11886952548789244,0.11745455841991788,0.09294276142818317,Medium
2023-10-19,Instagram,#Fitness,Video,USA,4844012,452777,44862,23870,High,0,0,0,0,0,False,False,False,False,0,0,3,0,19,292,42,10,4,2023,2023-10,521509,0.10766055079962643,0.09347146673636095,0.009261329397753475,0.004927732440024418,10.092436974789916,18.967659503162835,0.052718992530555814,0.09908166916237096,0.11938572419190452,0.09719633936760289,High
2023-08-06,Twitter,#Dance,Video,USA,3868789,188191,4660,26605,Medium,0,0,0,0,0,False,False,False,False,0,0,6,1,6,218,31,8,3,2023,2023-08,219456,0.05672472703990836,0.04864337428498316,0.0012045109711305085,0.0068768271216581925,40.37567045698348,7.073254153198526,0.14137157796293148,0.024761945247406904,0.06136763690973147,0.05367975745093555,High
2022-11-15,Twitter,#Viral,Tweet,Australia,2517364,418305,51641,34605,High,0,0,0,0,0,False,False,False,False,0,0,1,0,15,319,46,11,4,2022,2022-11,504551,0.2004283051636553,0.1661677984718148,0.020513910378510865,0.013746516695036279,8.10009294760079,12.08764376119748,0.08272652077665632,0.12345268774533476,0.22781539427139091,0.16696399468548917,High
2022-12-18,Instagram,#Dance,Video,Brazil,1994041,310266,87995,40217,Medium,0,0,0,0,0,False,False,False,False,0,0,6,1,18,352,50,12,4,2022,2022-12,438478,0.21989417469349928,0.15559652203915464,0.04412896017235344,0.020168582206392845,3.525910268648575,7.71460540056691,0.12962061708141698,0.2836105676723596,0.2741073156934508,0.18025676263988072,High
2022-05-18,TikTok,#Education,Video,Australia,1402998,241244,56779,14849,High,0,0,0,0,0,False,True,False,False,1,0,2,0,18,138,20,5,2,2022,2022-05,312872,0.22300245616886125,0.1719488039549565,0.04046973661420999,0.010583756652713223,4.248749559704121,16.245387205387207,0.061551534746834134,0.23535824576675166,0.26876391216244633,0.18234015397436867,High
2022-11-05,YouTube,#Fashion,Live Stream,Brazil,702950,17361,62405,10538,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,5,309,44,11,4,2022,2022-11,90304,0.12846432889963724,0.024697311761417224,0.08877574681592316,0.01499108757224899,0.27819440438419385,1.6473099914602904,0.6069577237645433,3.594343969588757,0.22473543675163704,0.11383995542411383,High
2022-07-17,Instagram,#Education,Post,Canada,1599554,364748,16705,8949,High,0,0,0,0,0,False,False,True,False,1,0,6,1,17,198,28,7,3,2022,2022-07,390402,0.24406928431300226,0.22803092109993092,0.010443529606671855,0.005594681020658871,21.833353286244463,40.75396648044693,0.02453468001283074,0.04579861767955498,0.25731000184426295,0.1961862473341119,High
2022-05-22,TikTok,#Tech,Post,Australia,4600976,443617,98343,18038,High,0,0,0,0,0,False,False,False,False,0,0,6,1,22,142,20,5,2,2022,2022-05,559998,0.12171287135599056,0.09641799991610478,0.02137437331245081,0.0039204716737336436,4.510870007321239,24.59210599257165,0.04066110933280435,0.22168397134471549,0.14504745405160688,0.10850626257756772,High
2023-04-30,Twitter,#Viral,Video,USA,2495410,213884,16804,17614,Low,0,0,0,0,0,False,False,False,True,1,0,6,1,30,120,17,4,2,2023,2023-04,248302,0.09950348840471104,0.08571093098491592,0.006733960858551958,0.007058556686654022,12.727402558762273,12.142151575361908,0.0823526661523716,0.0785655843093251,0.10976668773200086,0.09049856544710232,High
2023-04-05,TikTok,#Dance,Video,Germany,1838563,289125,77191,27066,High,0,0,0,0,0,False,False,False,False,0,0,2,0,5,95,14,4,2,2023,2023-04,393382,0.21396166462612376,0.15725588013253822,0.04198439651815221,0.014721271601097378,3.7455306249352263,10.681826578490412,0.09361316519441351,0.2669804860164772,0.2633065805704887,0.176250758867266,High
2022-05-25,YouTube,#Tech,Shorts,India,2920650,416403,56902,2675,Low,0,0,0,0,0,False,False,False,False,0,0,2,0,25,145,21,5,2,2022,2022-05,475980,0.16297057161933132,0.1425719813836025,0.019482642739581005,0.0009158916967484304,7.3177688346835845,155.60650224215246,0.006424049720944083,0.1366509447555739,0.18291110440788716,0.14013301419348,High
2023-09-14,TikTok,#Viral,Video,Germany,1772623,361245,30503,13260,Low,0,0,0,0,0,False,False,False,False,0,0,3,0,14,257,37,9,3,2023,2023-09,405008,0.22847949056285516,0.20379110290732835,0.017207822978815585,0.007480435783335891,11.842545239968528,27.241158283689014,0.03670628878935684,0.08443830519922713,0.24942740253996334,0.18598559627411623,High
2023-10-01,Instagram,#Comedy,Reel,Australia,2484315,101605,80028,36281,High,0,0,0,0,0,False,False,True,False,1,0,6,1,1,274,39,10,4,2023,2023-10,217914,0.0877159297432089,0.04089858133989396,0.03221329331695324,0.014604019778482287,1.2696022691774231,2.800424452896753,0.35707536956478947,0.7876306517331654,0.12723119764152385,0.08064231417840605,High
2022-07-30,YouTube,#Comedy,Live Stream,India,4927173,22341,38730,42476,Medium,0,0,0,0,0,False,False,False,False,0,0,5,1,30,211,30,7,3,2022,2022-07,103547,0.02101549915133891,0.004534242143670997,0.007860489603168064,0.008620763139276186,0.5768247656915649,0.5259552228264708,1.901172679258795,1.733506400501298,0.033186366058921404,0.020582938426308758,Medium
2022-10-18,TikTok,#Challenge,Video,UK,3924183,283030,30676,43977,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,18,291,42,10,4,2022,2022-10,357683,0.09114839955221253,0.07212454869598367,0.007817166575267622,0.011206661053610126,9.22613032565114,6.435717858929465,0.1553787394313697,0.10838388727736538,0.1045688734269341,0.08353437496642818,Medium
2022-09-10,Instagram,#Music,Post,USA,4646060,21362,31562,19778,Medium,0,0,0,0,0,False,False,False,False,0,0,5,1,10,253,36,9,3,2022,2022-09,72702,0.015648097527797746,0.004597873338296678,0.006793281448521662,0.004256939372944092,0.6768051199188924,1.0800343798978715,0.9258063006132098,1.4774142208491317,0.02456984529475614,0.015407007176882412,Medium
2022-12-12,YouTube,#Fitness,Video,USA,3901900,20166,30661,25363,Low,0,0,0,0,0,False,False,False,False,0,0,0,0,12,346,50,12,4,2022,2022-12,76190,0.019526384581870372,0.005168250040172726,0.007857964617759394,0.006500164919612261,0.6576870393320723,0.7950638700520423,1.2576486339068775,1.5203550354539594,0.030634426655109907,0.019152407311046254,Low
2022-10-20,Instagram,#Fashion,Video,Japan,962137,319381,69098,38387,Low,0,0,0,0,0,False,False,False,False,0,0,3,0,20,293,42,10,4,2022,2022-10,426866,0.4436644677421199,0.331949262995537,0.07181714057650773,0.039897603046548415,4.622078467126876,8.319813483380223,0.12019149482437959,0.21634907414945112,0.5354299487183751,0.30731827073087675,High
2023-05-20,TikTok,#Education,Video,Germany,3859007,277223,81798,46985,Medium,0,0,0,0,0,False,False,False,False,0,0,5,1,20,140,20,5,2,2023,2023-05,406006,0.1052099672273204,0.071837892017845,0.021196639136275435,0.012175408809725194,3.3890756610716513,5.9001191844379175,0.16948388306928694,0.29506103367673797,0.13249428350498366,0.09519455157580997,Medium
2023-02-15,Twitter,#Challenge,Video,UK,3837223,140163,85932,40674,Medium,0,0,0,0,0,False,False,False,True,1,0,2,0,15,46,7,2,1,2023,2023-02,266769,0.06952137001159432,0.03652718736253083,0.02239431422299037,0.010599850308452152,1.631073045279462,3.4459250153657037,0.2901886361690591,0.6130818184412545,0.0972155912711898,0.06500231969263098,High
2022-11-11,Instagram,#Comedy,Post,UK,1029488,449148,87211,35005,High,0,0,0,0,0,False,False,False,False,0,0,4,0,11,315,45,11,4,2022,2022-11,571364,0.5549982127037906,0.43628246634981044,0.08471290125489442,0.03400230599841281,5.150071091134247,12.830600468491117,0.07793627504458431,0.1941694181663546,0.6567117278572184,0.35691244412350426,High
2022-04-18,Twitter,#Fashion,Post,Germany,879364,232290,7501,23547,Low,0,0,0,0,0,False,False,False,False,0,0,0,0,18,108,16,4,2,2022,2022-04,263338,0.29946415818705335,0.2641565220357872,0.00853001882039881,0.02677727678495278,30.96374300186617,9.864532019704434,0.10136854204424622,0.032291393123280714,0.321382474854014,0.23045203386359697,High
2023-10-22,TikTok,#Comedy,Live Stream,USA,4828597,131837,43770,9395,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,22,295,42,10,4,2023,2023-10,185002,0.0383138207640853,0.027303370460742434,0.009064743016502928,0.0019456993520686543,3.011971396586781,14.031183482332908,0.0712616999651087,0.33199836162563146,0.04835140552185127,0.03690003927318479,Low
2023-02-24,YouTube,#Education,Video,India,3487375,107303,83451,45313,High,0,0,0,0,0,False,False,False,False,0,0,4,0,24,55,8,2,1,2023,2023-02,236067,0.06769188859815764,0.030768979312812843,0.02392945297553232,0.012993436899261794,1.2858050136605474,2.3679878183342895,0.4222862148661746,0.7777063296801611,0.09811804061277017,0.06340020873159834,High
2023-01-14,TikTok,#Dance,Post,India,3418884,311286,82479,7832,High,0,0,0,0,0,False,True,False,False,1,0,5,1,14,14,2,1,1,2023,2023-01,401597,0.1174643538651794,0.09104898234365882,0.024124531828359247,0.002290805335657678,3.774078564500485,39.74032937571812,0.025160061293918474,0.26496127367991595,0.14273425400386383,0.10511686879217565,Medium
2023-10-06,YouTube,#Challenge,Shorts,Brazil,1337059,318166,72711,32791,High,0,0,0,0,0,True,False,False,False,1,0,4,0,6,279,40,10,4,2023,2023-10,423668,0.3168655983019448,0.23795940346730887,0.054381254393968854,0.0245247034538465,4.375701397293431,9.702549402293242,0.1030622283266335,0.22853092872610925,0.3835089674360163,0.24062106164101532,High
2023-07-25,TikTok,#Education,Live Stream,Canada,707841,133933,46058,45912,High,0,0,0,0,0,False,False,False,False,0,0,1,0,25,206,30,7,3,2023,2023-07,225903,0.3191437060017716,0.18921312948369834,0.0650681931843547,0.06486193246515465,2.9078573134457977,2.91710408816675,0.34279570534740994,0.3438857944957964,0.41664241455013973,0.24193247828098494,High
2022-04-30,TikTok,#Fitness,Video,Australia,1851460,345987,13274,43872,Low,0,0,0,0,0,False,True,False,False,1,0,5,1,30,120,17,4,2,2022,2022-04,403133,0.21773789333823038,0.18687242129323814,0.007169473189011273,0.023695881252697195,26.063050847457628,7.886103070225423,0.12680208562146664,0.03836549244482468,0.2367551895503065,0.17880522116408593,High
